"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Given user opens the Sauce Labs mobile application
When they click on Menu
And click on Login
And login with Valid Email & Password
And choose a Product
And click on counter Plus Button
And click on Add To Cart button
And click on Cart Badge
And click on Proceed To Checkout Button
And fill Checkout Information
And fill Payment Information
And click on Place Order button
And click on Continue Shopping button
Then user should return to Home screen","36518","test_checkout_order","tests","Wed Mar 26 20:11:53 BDT 2025","passed","Wed Mar 26 20:12:30 BDT 2025","TestDemoApp","test_app","",""
